UID,Sports
20027,FEDE|604
20040,FEDE|132
20044,FEDE|242
20048,FEDE|123
20051,FEDE|108
20052,FEDE|123
20057,FEDE|132
20058,FEDE|415
20070,FEDE|111
20074,FEDE|261
20084,FEDE|111
20085,FEDE|111
20098,FEDE|221
20099,FEDE|109
20100,FEDE|125
20101,FEDE|403
20102,FEDE|110
20112,FEDE|233
20113,FEDE|108
20115,FEDE|125
20123,FEDE|205
20136,FEDE|410
20139,FEDE|119
20141,FEDE|202
20147,FEDE|132
20148,FEDE|212
20149,FEDE|603
20165,FEDE|206
20167,FEDE|115
20179,FEDE|245
20186,FEDE|245
20197,FEDE|242
20198,FEDE|115
20203,FEDE|113
20208,FEDE|201
20213,FEDE|410
20233,FEDE|125
20239,FEDE|123
20243,FEDE|410
20249,FEDE|119
20252,FEDE|405
20258,FEDE|204
20269,FEDE|604
20271,FEDE|415
20272,FEDE|410
20277,FEDE|242
20293,FEDE|242
20296,FEDE|407
20313,FEDE|242
20321,FEDE|406
20333,FEDE|242
20334,FEDE|410
20335,FEDE|123
20344,FEDE|601
20345,FEDE|123
20346,FEDE|402
20348,FEDE|133
20351,FEDE|132
20355,FEDE|402
20369,FEDE|249
20377,FEDE|402
20380,FEDE|113
20384,FEDE|410
20387,FEDE|403
20392,FEDE|114
20414,FEDE|132
20416,FEDE|132
20423,FEDE|129
20432,FEDE|109
20433,FEDE|212
20437,FEDE|406
20444,FEDE|111
20445,FEDE|202
20460,FEDE|410
20471,FEDE|229
20477,FEDE|242
20480,FEDE|132
20482,FEDE|113
20494,FEDE|115
20497,FEDE|123
20510,FEDE|402
20528,FEDE|252
20531,FEDE|242
20532,FEDE|125
20541,FEDE|410
20555,FEDE|132
20560,FEDE|132
20561,FEDE|406
20566,FEDE|604
20575,FEDE|232
20578,FEDE|401
20579,FEDE|119
20583,FEDE|415
20587,FEDE|415
20597,FEDE|119
20606,FEDE|404
20618,FEDE|604
20621,FEDE|132
20627,FEDE|601
20642,FEDE|124
20653,FEDE|601
20659,FEDE|245
20664,FEDE|604
20673,FEDE|111
20688,FEDE|404
20690,FEDE|124
20691,FEDE|132
20693,FEDE|132
20695,FEDE|402
20698,FEDE|111
20701,FEDE|401
20707,FEDE|245
20710,FEDE|241
20728,FEDE|132
20735,FEDE|111
20743,FEDE|111
20744,FEDE|242
20756,FEDE|103
20757,FEDE|410
20758,FEDE|132
20765,FEDE|123
20769,FEDE|404
20775,FEDE|108
20777,FEDE|106
20806,FEDE|129
20815,FEDE|125
20824,FEDE|105
20829,FEDE|132
20836,FEDE|105
20838,FEDE|604
20844,FEDE|604
20846,FEDE|601
20851,FEDE|125
20853,FEDE|201
20854,FEDE|601
20864,FEDE|404
20872,FEDE|114
20883,FEDE|103
20888,FEDE|242
20889,FEDE|111
20893,FEDE|410
20897,FEDE|221
20899,FEDE|113
20911,FEDE|406
20912,FEDE|242
20926,FEDE|221
20950,FEDE|267
20967,FEDE|420
20970,FEDE|402
20983,FEDE|109
20988,FEDE|112
20993,FEDE|404
21015,FEDE|243
21018,FEDE|604
21024,FEDE|242
21039,FEDE|218
21040,FEDE|420
21044,FEDE|603
21046,FEDE|202
21070,FEDE|111
21074,FEDE|111
21079,FEDE|243
21084,FEDE|103
21085,FEDE|109
21088,FEDE|402
21090,FEDE|102
21103,FEDE|105
21107,FEDE|133
21112,FEDE|133
21114,FEDE|410
21116,FEDE|402
21117,FEDE|413
21127,FEDE|246
21129,FEDE|117
21133,FEDE|105
21142,FEDE|402
21150,FEDE|245
21166,FEDE|132
21172,FEDE|105
21177,FEDE|111
21191,FEDE|604
21195,FEDE|242
21212,FEDE|133
21215,FEDE|111
21221,FEDE|111
21222,FEDE|242
21236,FEDE|123
21238,FEDE|113
21243,FEDE|111
21252,FEDE|229
21262,FEDE|103
21271,FEDE|111
21278,FEDE|242
21282,FEDE|111
21284,FEDE|242
21288,FEDE|132
21294,FEDE|254
21295,FEDE|123
21305,FEDE|109
21307,FEDE|402
21308,FEDE|245
21316,FEDE|402
21327,FEDE|119
21336,FEDE|113
21337,FEDE|111
21339,FEDE|117
21342,FEDE|249
21344,FEDE|105
21345,FEDE|407
21354,FEDE|233
21357,FEDE|242
21362,FEDE|111
21368,FEDE|245
21371,FEDE|105
21376,FEDE|604
21389,FEDE|201
21393,FEDE|133
21397,FEDE|123
21398,FEDE|125
21400,FEDE|109
21403,FEDE|218
21409,FEDE|242
21419,FEDE|402
21421,FEDE|132
21460,FEDE|402
21461,FEDE|124
21463,FEDE|402
21465,FEDE|408
21467,FEDE|123
21480,FEDE|119
21497,FEDE|406
21498,FEDE|202
21506,FEDE|123
21509,FEDE|132
21514,FEDE|124
21517,FEDE|111
21532,FEDE|101
21534,FEDE|249
21536,FEDE|404
21539,FEDE|604
21548,FEDE|601
21552,FEDE|604
21557,FEDE|253
21559,FEDE|402
21561,FEDE|402
21570,FEDE|111
21575,FEDE|123
21578,FEDE|218
21584,FEDE|229
21589,FEDE|132
21599,FEDE|115
21605,FEDE|402
21616,FEDE|402
21618,FEDE|242
21619,FEDE|133
21620,FEDE|111
21621,FEDE|402
21636,FEDE|133
21650,FEDE|123
21654,FEDE|402
21655,FEDE|132
21656,FEDE|133
21657,FEDE|115
21659,FEDE|237
21665,FEDE|115
21670,FEDE|242
21678,FEDE|402
21681,FEDE|111
21682,FEDE|219
21711,FEDE|249
21715,FEDE|115
21722,FEDE|126
21725,FEDE|132
21770,FEDE|604
21780,FEDE|402
21783,FEDE|601
21787,FEDE|408
21817,FEDE|241
21822,FEDE|132
21823,FEDE|403
21826,FEDE|221
21830,FEDE|111
21849,FEDE|111
21851,FEDE|253
21856,FEDE|111
21861,FEDE|402
21862,FEDE|219
21864,FEDE|402
21866,FEDE|111
21872,FEDE|115
21875,FEDE|402
21880,FEDE|117
21884,FEDE|242
21886,FEDE|601
21896,FEDE|132
21897,FEDE|113
21899,FEDE|127
21909,FEDE|123
21925,FEDE|403
21927,FEDE|105
21931,FEDE|111
21933,FEDE|101
21938,FEDE|402
21939,FEDE|123
21944,FEDE|123
21955,FEDE|103
21977,FEDE|402
21979,FEDE|417
22000,FEDE|109
22008,FEDE|114
22014,FEDE|604
22023,FEDE|103
22029,FEDE|108
22041,FEDE|402
22052,FEDE|601
22071,FEDE|119
22082,FEDE|242
22087,FEDE|406
22091,FEDE|604
22103,FEDE|123
22108,FEDE|111
22111,FEDE|245
22118,FEDE|245
22120,FEDE|105
22123,FEDE|408
22129,FEDE|204
22136,FEDE|103
22147,FEDE|408
22149,FEDE|403
22157,FEDE|115
22163,FEDE|420
22165,FEDE|221
22168,FEDE|132
22174,FEDE|111
22189,FEDE|403
22216,FEDE|133
22221,FEDE|221
22228,FEDE|229
22232,FEDE|402
22242,FEDE|408
22252,FEDE|420
22263,FEDE|111
22267,FEDE|117
22275,FEDE|218
22277,FEDE|403
22280,FEDE|123
22287,FEDE|206
22288,FEDE|408
22290,FEDE|123
22292,FEDE|408
22297,FEDE|129
22304,FEDE|106
22309,FEDE|246
22322,FEDE|408
22325,FEDE|420
22327,FEDE|408
22328,FEDE|123
22332,FEDE|132
22335,FEDE|410
22343,FEDE|604
22352,FEDE|601
22360,FEDE|133
22362,FEDE|403
22364,FEDE|402
22371,FEDE|242
22391,FEDE|132
22393,FEDE|123
22397,FEDE|408
22428,FEDE|206
22431,FEDE|132
22434,FEDE|201
22440,FEDE|128
22447,FEDE|402
22448,FEDE|111
22455,FEDE|110
22464,FEDE|202
22486,FEDE|111
22487,FEDE|109
22491,FEDE|601
22496,FEDE|408
22499,FEDE|132
22526,FEDE|132
22529,FEDE|604
22539,FEDE|242
22544,FEDE|402
22549,FEDE|111
22567,FEDE|119
22574,FEDE|232
22601,FEDE|106
22607,FEDE|420
22608,FEDE|403
22612,FEDE|132
22619,FEDE|102
22621,FEDE|117
22632,FEDE|132
22636,FEDE|106
22642,FEDE|116
22643,FEDE|221
22644,FEDE|123
22651,FEDE|125
22653,FEDE|103
22664,FEDE|119
22669,FEDE|218
22686,FEDE|245
22687,FEDE|101
22689,FEDE|132
22694,FEDE|233
22702,FEDE|111
22704,FEDE|403
22708,FEDE|132
22735,FEDE|605
22751,FEDE|111
22761,FEDE|115
22764,FEDE|245
22777,FEDE|245
22778,FEDE|115
22791,FEDE|219
22792,FEDE|101
22794,FEDE|403
22797,FEDE|101
22806,FEDE|133
22814,FEDE|111
22824,FEDE|402
22825,FEDE|402
22830,FEDE|403
22831,FEDE|413
22833,FEDE|413
22838,FEDE|123
22839,FEDE|125
22844,FEDE|242
22848,FEDE|109
22854,FEDE|123
22863,FEDE|101
22868,FEDE|123
22876,FEDE|242
22891,FEDE|403
22895,FEDE|101
22936,FEDE|237
22937,FEDE|113
22942,FEDE|129
22953,FEDE|111
22958,FEDE|117
22967,FEDE|245
22969,FEDE|111
22974,FEDE|115
22975,FEDE|221
22976,FEDE|109
22982,FEDE|111
22998,FEDE|402
23004,FEDE|218
23008,FEDE|420
23009,FEDE|122
23014,FEDE|111
23021,FEDE|111
23025,FEDE|111
23033,FEDE|109
23051,FEDE|117
23059,FEDE|219
23062,FEDE|132
23069,FEDE|115
23076,FEDE|111
23081,FEDE|262
23086,FEDE|111
23090,FEDE|117
23097,FEDE|133
23102,FEDE|245
23108,FEDE|128
23116,FEDE|109
23117,FEDE|132
23127,FEDE|103
23132,FEDE|127
23134,FEDE|408
23138,FEDE|123
23141,FEDE|249
23142,FEDE|245
23146,FEDE|229
23155,FEDE|420
23170,FEDE|115
23185,FEDE|209
23189,FEDE|232
23198,FEDE|129
23202,FEDE|266
23210,FEDE|111
23227,FEDE|402
23239,FEDE|132
23250,FEDE|109
23255,FEDE|242
23267,FEDE|132
23287,FEDE|111
23288,FEDE|403
23293,FEDE|210
23311,FEDE|410
23314,FEDE|601
23316,FEDE|601
23318,FEDE|109
23320,FEDE|413
23327,FEDE|406
23330,FEDE|413
23332,FEDE|127
23342,FEDE|109
23343,FEDE|111
23348,FEDE|101
23352,FEDE|402
23357,FEDE|125
23358,FEDE|413
23369,FEDE|119
23375,FEDE|133
23378,FEDE|132
23379,FEDE|128
23383,FEDE|101
23385,FEDE|109
23392,FEDE|410
23393,FEDE|406
23396,FEDE|128
23400,FEDE|406
23411,FEDE|404
23412,FEDE|241
23414,FEDE|604
23428,FEDE|109
23435,FEDE|252
23438,FEDE|229
23439,FEDE|103
23448,FEDE|123
23449,FEDE|114
23482,FEDE|254
23483,FEDE|242
23489,FEDE|402
23499,FEDE|117
23502,FEDE|115
23506,FEDE|233
23510,FEDE|115
23511,FEDE|103
23515,FEDE|133
23520,FEDE|115
23528,FEDE|218
23530,FEDE|241
23531,FEDE|105
23533,FEDE|132
23544,FEDE|402
23548,FEDE|111
23551,FEDE|119
23556,FEDE|402
23560,FEDE|204
23565,FEDE|108
23566,FEDE|119
23577,FEDE|604
23579,FEDE|133
23606,FEDE|113
23607,FEDE|418
23618,FEDE|402
23619,FEDE|105
23633,FEDE|103
23636,FEDE|408
23640,FEDE|406
23645,FEDE|111
23648,FEDE|241
23650,FEDE|242
23652,FEDE|123
23653,FEDE|403
23663,FEDE|218
23665,FEDE|132
23668,FEDE|123
23671,FEDE|101
23673,FEDE|115
23677,FEDE|402
23679,FEDE|133
23681,FEDE|413
23688,FEDE|109
23689,FEDE|132
23692,FEDE|101
23695,FEDE|132
23697,FEDE|126
23701,FEDE|229
23710,FEDE|218
23717,FEDE|123
23720,FEDE|133
23724,FEDE|111
23737,FEDE|105
23739,FEDE|115
23743,FEDE|245
23763,FEDE|111
23768,FEDE|404
23772,FEDE|127
23774,FEDE|111
23778,FEDE|126
23786,FEDE|111
23787,FEDE|101
23796,FEDE|229
23812,FEDE|111
23815,FEDE|132
23827,FEDE|604
23840,FEDE|242
23858,FEDE|402
23864,FEDE|111
23871,FEDE|111
23874,FEDE|123
23879,FEDE|133
23880,FEDE|111
23899,FEDE|407
23906,FEDE|245
23918,FEDE|221
23919,FEDE|129
23922,FEDE|132
23952,FEDE|115
23956,FEDE|101
23957,FEDE|132
23959,FEDE|245
23971,FEDE|604
23974,FEDE|132
23990,FEDE|219
23992,FEDE|119
23994,FEDE|111
23998,FEDE|246
24005,FEDE|115
24013,FEDE|111
24015,FEDE|129
24030,FEDE|123
24031,FEDE|119
24032,FEDE|132
24035,FEDE|111
24041,FEDE|245
24045,FEDE|117
24047,FEDE|101
24057,FEDE|131
24072,FEDE|101
24074,FEDE|124
24085,FEDE|111
24087,FEDE|115
24091,FEDE|129
24099,FEDE|410
24100,FEDE|406
24104,FEDE|123
24120,FEDE|406
24122,FEDE|128
24123,FEDE|402
24128,FEDE|420
24134,FEDE|111
24139,FEDE|113
24140,FEDE|115
24143,FEDE|109
24144,FEDE|119
24148,FEDE|413
24149,FEDE|413
24151,FEDE|229
24161,FEDE|109
24172,FEDE|125
24173,FEDE|111
24177,FEDE|119
24178,FEDE|123
24188,FEDE|109
24191,FEDE|402
24214,FEDE|232
24215,FEDE|245
24221,FEDE|242
24223,FEDE|402
24239,FEDE|413
24247,FEDE|111
24250,FEDE|105
24257,FEDE|111
24259,FEDE|402
24261,FEDE|242
24264,FEDE|113
24270,FEDE|402
24283,FEDE|103
24287,FEDE|402
24288,FEDE|110
24290,FEDE|115
24295,FEDE|604
24301,FEDE|604
24320,FEDE|252
24321,FEDE|229
24323,FEDE|212
24328,FEDE|242
24331,FEDE|117
24334,FEDE|402
24347,FEDE|229
24355,FEDE|133
24361,FEDE|250
24365,FEDE|402
24379,FEDE|110
24385,FEDE|111
24386,FEDE|113
24387,FEDE|124
24389,FEDE|402
24392,FEDE|413
24393,FEDE|103
24398,FEDE|241
24407,FEDE|413
24421,FEDE|123
24423,FEDE|605
24424,FEDE|413
24434,FEDE|132
24435,FEDE|123
24436,FEDE|218
24442,FEDE|109
24444,FEDE|402
24457,FEDE|211
24461,FEDE|107
24467,FEDE|115
24473,FEDE|267
24479,FEDE|253
24487,FEDE|417
24491,FEDE|253
24492,FEDE|101
24493,FEDE|402
24494,FEDE|128
24496,FEDE|229
24504,FEDE|233
24512,FEDE|205
24514,FEDE|111
24526,FEDE|408
24529,FEDE|242
24550,FEDE|245
24556,FEDE|204
24566,FEDE|105
24569,FEDE|413
24570,FEDE|119
24571,FEDE|119
24575,FEDE|402
24579,FEDE|245
24582,FEDE|133
24592,FEDE|123
24602,FEDE|128
24608,FEDE|111
24611,FEDE|413
24614,FEDE|123
24625,FEDE|103
24635,FEDE|109
24637,FEDE|402
24644,FEDE|402
24645,FEDE|103
24650,FEDE|413
24664,FEDE|402
24665,FEDE|402
24667,FEDE|242
24675,FEDE|241
24682,FEDE|257
24684,FEDE|243
24688,FEDE|123
24689,FEDE|254
24698,FEDE|133
24701,FEDE|115
24703,FEDE|105
24704,FEDE|133
24705,FEDE|123
24707,FEDE|124
24710,FEDE|209
24717,FEDE|117
24733,FEDE|117
24742,FEDE|402
24743,FEDE|128
24744,FEDE|242
24746,FEDE|133
24747,FEDE|119
24748,FEDE|123
24754,FEDE|109
24755,FEDE|413
24760,FEDE|413
24768,FEDE|123
24772,FEDE|133
24773,FEDE|123
24775,FEDE|405
24784,FEDE|122
24786,FEDE|122
24787,FEDE|213
24793,FEDE|113
24799,FEDE|106
24801,FEDE|105
24803,FEDE|124
24809,FEDE|111
24813,FEDE|111
24821,FEDE|410
24833,FEDE|115
24852,FEDE|402
24857,FEDE|114
24862,FEDE|109
24870,FEDE|102
24871,FEDE|402
24880,FEDE|410
24883,FEDE|109
24886,FEDE|111
24890,FEDE|123
24892,FEDE|604
24906,FEDE|129
24912,FEDE|605
24917,FEDE|114
24919,FEDE|123
24921,FEDE|101
24936,FEDE|246
24939,FEDE|402
24946,FEDE|420
24947,FEDE|242
24948,FEDE|605
24949,FEDE|128
24950,FEDE|245
24955,FEDE|122
24959,FEDE|133
24961,FEDE|113
24962,FEDE|105
24965,FEDE|402
24969,FEDE|111
24971,FEDE|221
24973,FEDE|406
24984,FEDE|221
24987,FEDE|117
24995,FEDE|233
24998,FEDE|233
25000,FEDE|407
25002,FEDE|402
25005,FEDE|108
25007,FEDE|123
25008,FEDE|601
25014,FEDE|242
25018,FEDE|201
25030,FEDE|229
25031,FEDE|111
25034,FEDE|413
25035,FEDE|221
25038,FEDE|111
25041,FEDE|605
25042,FEDE|407
25044,FEDE|402
25045,FEDE|123
25046,FEDE|245
25048,FEDE|101
25052,FEDE|413
25060,FEDE|133
25063,FEDE|109
25065,FEDE|132
25075,FEDE|413
25076,FEDE|109
25081,FEDE|128
25083,FEDE|132
25102,FEDE|111
25106,FEDE|109
25113,FEDE|123
25118,FEDE|245
25124,FEDE|117
25130,FEDE|133
25163,FEDE|242
25166,FEDE|604
25168,FEDE|413
25176,FEDE|101
25184,FEDE|111
25186,FEDE|403
25187,FEDE|106
25198,FEDE|128
25200,FEDE|402
25201,FEDE|420
25202,FEDE|245
25203,FEDE|601
25211,FEDE|119
25213,FEDE|123
25217,FEDE|125
25223,FEDE|604
25226,FEDE|123
25231,FEDE|132
25234,FEDE|604
25243,FEDE|123
25244,FEDE|113
25246,FEDE|106
25249,FEDE|603
25253,FEDE|115
25260,FEDE|254
25262,FEDE|406
25272,FEDE|133
25281,FEDE|249
25287,FEDE|133
25289,FEDE|101
25291,FEDE|258
25300,FEDE|402
25302,FEDE|123
25305,FEDE|115
25306,FEDE|101
25309,FEDE|264
25315,FEDE|113
25320,FEDE|604
25336,FEDE|123
25339,FEDE|204
25345,FEDE|402
25355,FEDE|402
25367,FEDE|115
25368,FEDE|604
25371,FEDE|242
25382,FEDE|402
25384,FEDE|404
25385,FEDE|246
25386,FEDE|125
25388,FEDE|406
25400,FEDE|129
25411,FEDE|245
25413,FEDE|123
25414,FEDE|124
25426,FEDE|245
25432,FEDE|132
25433,FEDE|123
25443,FEDE|128
25451,FEDE|410
25453,FEDE|117
25454,FEDE|125
25459,FEDE|413
25465,FEDE|111
25475,FEDE|402
25477,FEDE|123
25478,FEDE|111
25479,FEDE|420
25480,FEDE|261
25482,FEDE|128
25490,FEDE|123
25499,FEDE|202
25511,FEDE|111
25512,FEDE|402
25521,FEDE|101
25533,FEDE|403
25557,FEDE|111
25560,FEDE|121
25563,FEDE|403
25568,FEDE|101
25576,FEDE|115
25589,FEDE|123
25613,FEDE|242
25619,FEDE|413
25625,FEDE|402
25630,FEDE|111
25639,FEDE|201
25653,FEDE|125
25654,FEDE|604
25657,FEDE|249
25658,FEDE|129
25662,FEDE|242
25665,FEDE|228
25674,FEDE|111
25675,FEDE|229
25681,FEDE|129
25689,FEDE|133
25703,FEDE|122
25707,FEDE|254
25708,FEDE|108
25710,FEDE|123
25712,FEDE|111
25722,FEDE|403
25726,FEDE|242
25733,FEDE|123
25739,FEDE|106
25741,FEDE|111
25743,FEDE|128
25744,FEDE|117
25771,FEDE|604
25777,FEDE|117
25797,FEDE|133
25805,FEDE|501
25807,FEDE|111
25810,FEDE|125
25841,FEDE|125
25850,FEDE|117
25854,FEDE|604
25858,FEDE|604
25860,FEDE|245
25861,FEDE|103
25870,FEDE|132
25877,FEDE|406
25886,FEDE|111
25896,FEDE|604
25900,FEDE|604
25915,FEDE|111
25917,FEDE|604
25921,FEDE|105
25933,FEDE|229
25936,FEDE|128
25950,FEDE|245
25963,FEDE|111
25965,FEDE|129
25974,FEDE|133
25975,FEDE|407
25993,FEDE|245
26005,FEDE|267
26006,FEDE|109
26009,FEDE|111
26012,FEDE|228
26017,FEDE|132
26029,FEDE|202
26033,FEDE|242
26041,FEDE|123
26042,FEDE|404
26046,FEDE|105
26051,FEDE|126
26052,FEDE|123
26057,FEDE|229
26058,FEDE|123
26063,FEDE|245
26085,FEDE|111
26091,FEDE|407
26092,FEDE|111
26101,FEDE|221
26104,FEDE|128
26116,FEDE|245
26120,FEDE|109
26126,FEDE|108
26127,FEDE|403
26132,FEDE|413
26135,FEDE|404
26137,FEDE|245
26144,FEDE|262
26159,FEDE|242
26176,FEDE|133
26185,FEDE|123
26198,FEDE|109
26199,FEDE|111
26201,FEDE|125
26207,FEDE|126
26210,FEDE|603
26215,FEDE|117
26218,FEDE|115
26222,FEDE|117
26229,FEDE|108
26231,FEDE|601
26250,FEDE|133
26252,FEDE|111
26262,FEDE|242
26268,FEDE|105
26286,FEDE|133
26310,FEDE|410
26323,FEDE|219
26324,FEDE|133
26342,FEDE|212
26352,FEDE|132
26359,FEDE|402
26363,FEDE|101
26364,FEDE|129
26366,FEDE|111
26371,FEDE|249
26372,FEDE|402
26378,FEDE|218
26381,FEDE|249
26382,FEDE|249
26385,FEDE|103
26392,FEDE|111
26394,FEDE|410
26402,FEDE|123
26410,FEDE|103
26415,FEDE|131
26429,FEDE|128
26436,FEDE|124
26437,FEDE|123
26439,FEDE|206
26440,FEDE|413
26441,FEDE|246
26442,FEDE|123
26447,FEDE|404
26451,FEDE|249
26453,FEDE|219
26455,FEDE|119
26468,FEDE|201
26496,FEDE|242
26504,FEDE|242
26514,FEDE|129
26524,FEDE|111
26527,FEDE|111
26538,FEDE|405
26549,FEDE|604
26552,FEDE|221
26576,FEDE|221
26579,FEDE|108
26581,FEDE|229
26593,FEDE|108
26598,FEDE|249
26601,FEDE|242
26621,FEDE|111
26634,FEDE|403
26647,FEDE|206
26650,FEDE|123
26659,FEDE|221
26670,FEDE|111
26671,FEDE|114
26679,FEDE|123
26690,FEDE|101
26692,FEDE|111
26697,FEDE|215
26714,FEDE|117
26717,FEDE|229
26738,FEDE|229
26739,FEDE|228
26742,FEDE|211
26748,FEDE|229
26751,FEDE|129
26761,FEDE|123
26763,FEDE|132
26765,FEDE|128
26776,FEDE|111
26780,FEDE|242
26782,FEDE|417
26788,FEDE|123
26790,FEDE|242
26795,FEDE|242
26801,FEDE|109
26804,FEDE|123
26812,FEDE|133
26820,FEDE|122
26825,FEDE|242
26840,FEDE|128
26846,FEDE|111
26853,FEDE|402
26855,FEDE|102
26869,FEDE|106
26879,FEDE|205
26883,FEDE|604
26900,FEDE|249
26906,FEDE|413
26911,FEDE|132
26916,FEDE|115
26920,FEDE|123
26922,FEDE|218
26930,FEDE|101
26932,FEDE|402
26942,FEDE|245
26966,FEDE|109
26968,FEDE|123
26981,FEDE|132
26982,FEDE|402
27014,FEDE|221
27043,FEDE|111
27047,FEDE|132
27049,FEDE|258
27059,FEDE|604
27060,FEDE|111
27070,FEDE|413
27071,FEDE|123
27073,FEDE|257
27079,FEDE|601
27080,FEDE|132
27083,FEDE|129
27088,FEDE|413
27112,FEDE|245
27114,FEDE|114
27115,FEDE|111
27130,FEDE|129
27134,FEDE|125
27137,FEDE|110
27139,FEDE|501
27156,FEDE|202
27169,FEDE|128
27184,FEDE|123
27193,FEDE|111
27217,FEDE|128
27219,FEDE|202
27235,FEDE|202
27236,FEDE|601
27241,FEDE|404
27252,FEDE|101
27258,FEDE|123
27264,FEDE|242
27282,FEDE|420
27287,FEDE|133
27290,FEDE|601
27297,FEDE|111
27298,FEDE|262
27303,FEDE|111
27317,FEDE|213
27319,FEDE|603
27321,FEDE|202
27322,FEDE|125
27334,FEDE|103
27342,FEDE|242
27359,FEDE|249
27362,FEDE|402
27365,FEDE|242
27369,FEDE|204
27372,FEDE|133
27374,FEDE|107
27376,FEDE|111
27385,FEDE|105
27390,FEDE|111
27391,FEDE|601
27400,FEDE|115
27407,FEDE|119
27416,FEDE|402
27424,FEDE|420
27425,FEDE|123
27428,FEDE|103
27440,FEDE|103
27448,FEDE|603
27451,FEDE|128
27469,FEDE|212
27472,FEDE|242
27487,FEDE|133
27492,FEDE|245
27493,FEDE|124
27494,FEDE|242
27509,FEDE|257
27510,FEDE|242
27515,FEDE|221
27521,FEDE|402
27522,FEDE|211
27523,FEDE|402
27527,FEDE|229
27529,FEDE|228
27530,FEDE|125
27542,FEDE|112
27550,FEDE|111
27563,FEDE|242
27581,FEDE|413
27587,FEDE|109
27590,FEDE|111
27601,FEDE|266
27611,FEDE|117
27615,FEDE|205
27618,FEDE|214
27620,FEDE|106
27632,FEDE|129
27633,FEDE|123
27660,FEDE|402
27661,FEDE|229
27677,FEDE|246
27688,FEDE|242
27716,FEDE|245
27726,FEDE|117
27763,FEDE|125
27770,FEDE|410
27785,FEDE|603
27787,FEDE|401
27790,FEDE|229
27799,FEDE|403
27804,FEDE|125
27816,FEDE|205
27819,FEDE|218
27837,FEDE|113
27844,FEDE|123
27850,FEDE|123
27855,FEDE|420
27858,FEDE|221
27869,FEDE|109
27872,FEDE|404
27878,FEDE|101
27879,FEDE|420
27884,FEDE|103
27887,FEDE|109
27891,FEDE|221
27893,FEDE|133
27901,FEDE|105
27918,FEDE|133
27934,FEDE|105
27948,FEDE|258
27951,FEDE|604
27959,FEDE|233
27966,FEDE|228
27973,FEDE|123
27979,FEDE|420
27993,FEDE|242
27999,FEDE|242
28002,FEDE|249
28007,FEDE|228
28012,FEDE|410
28024,FEDE|228
28029,FEDE|117
28045,FEDE|133
28052,FEDE|125
28069,FEDE|242
28077,FEDE|123
28094,FEDE|124
28095,FEDE|108
28103,FEDE|111
28107,FEDE|407
28121,FEDE|117
28123,FEDE|133
28126,FEDE|117
28145,FEDE|242
28148,FEDE|242
28149,FEDE|119
28150,FEDE|133
28154,FEDE|123
28169,FEDE|105
28174,FEDE|111
28175,FEDE|109
28184,FEDE|245
28189,FEDE|202
28193,FEDE|111
28199,FEDE|206
28200,FEDE|108
28209,FEDE|111
28223,FEDE|262
28234,FEDE|252
28237,FEDE|105
28245,FEDE|402
28268,FEDE|111
28269,FEDE|111
28285,FEDE|111
28291,FEDE|408
28320,FEDE|105
28321,FEDE|125
28322,FEDE|123
28331,FEDE|129
28332,FEDE|113
28338,FEDE|402
28361,FEDE|111
28366,FEDE|123
28375,FEDE|403
28383,FEDE|232
28392,FEDE|103
28394,FEDE|111
28406,FEDE|406
28411,FEDE|127
28413,FEDE|105
28418,FEDE|406
28419,FEDE|406
28433,FEDE|249
28434,FEDE|111
28436,FEDE|115
28437,FEDE|101
28438,FEDE|115
28441,FEDE|402
28447,FEDE|601
28449,FEDE|406
28451,FEDE|406
28459,FEDE|129
28462,FEDE|402
28471,FEDE|413
28476,FEDE|108
28486,FEDE|246
28492,FEDE|417
28494,FEDE|117
28496,FEDE|402
28498,FEDE|254
28508,FEDE|402
28513,FEDE|109
28525,FEDE|133
28533,FEDE|402
28550,FEDE|103
28551,FEDE|103
28556,FEDE|111
28561,FEDE|105
28571,FEDE|245
28572,FEDE|111
28582,FEDE|413
28583,FEDE|105
28589,FEDE|111
28595,FEDE|117
28597,FEDE|604
28598,FEDE|604
28602,FEDE|103
28607,FEDE|111
28608,FEDE|109
28609,FEDE|103
28621,FEDE|115
28627,FEDE|125
28628,FEDE|109
28631,FEDE|402
28632,FEDE|111
28636,FEDE|101
28637,FEDE|604
28641,FEDE|111
28655,FEDE|103
28657,FEDE|218
28664,FEDE|117
28670,FEDE|126
28677,FEDE|105
28678,FEDE|124
28682,FEDE|233
28683,FEDE|408
28688,FEDE|111
28695,FEDE|245
28696,FEDE|201
28702,FEDE|221
28710,FEDE|413
28716,FEDE|111
28724,FEDE|218
28725,FEDE|105
28732,FEDE|403
28734,FEDE|245
28741,FEDE|101
28747,FEDE|601
28751,FEDE|402
28752,FEDE|402
28753,FEDE|246
28758,FEDE|111
28759,FEDE|402
28760,FEDE|102
28768,FEDE|229
28770,FEDE|111
28773,FEDE|249
28779,FEDE|103
28801,FEDE|103
28810,FEDE|126
28821,FEDE|126
28822,FEDE|119
28828,FEDE|402
28831,FEDE|402
28839,FEDE|406
28846,FEDE|402
28847,FEDE|402
28857,FEDE|111
28858,FEDE|132
28864,FEDE|111
28867,FEDE|219
28868,FEDE|101
28869,FEDE|111
28874,FEDE|132
28876,FEDE|108
28880,FEDE|413
28883,FEDE|109
