UID,EMP
32527,CE-1-6
32528,CE-1-6
32529,CE-1-6
32530,CE-1-6
32533,CE-2-1
32535,CE-1-2
32536,CE-1-6
32537,CE-2-1
32538,CE-1-6
32542,CE-1-6
32545,CE-1-6
32547,CE-2-2
32549,CE-1-5
32550,CE-1-6
32551,CE-1-6
32556,CE-1-6
32557,CE-1-1
32564,CE-1-6
32565,CE-1-6
32568,CE-1-6
32572,CE-1-6
32574,CE-1-6
32576,CE-2-2
32579,CE-1-6
32582,CE-1-6
32583,CE-1-6
32590,CE-1-1
32591,CE-1-6
32592,CE-2-2
32593,CE-1-6
32595,CE-1-6
32597,CE-1-5
32599,CE-1-6
32600,CE-1-6
32603,CE-1-6
32606,CE-1-6
32607,CE-1-6
32608,CE-1-6
32609,CE-1-6
32610,CE-1-6
32612,CE-1-6
32615,CE-1-6
32619,CE-1-6
32620,CE-1-6
32622,CE-1-6
32623,CE-1-6
32625,CE-1-6
32626,CE-1-6
32627,CE-1-6
32628,CE-1-6
32630,CE-1-6
32632,CE-1-6
32636,CE-1-6
32637,CE-1-2
32643,CE-1-6
32646,CE-1-6
32648,CE-1-6
32651,CE-1-6
32652,CE-1-6
32654,CE-1-6
32655,CE-1-6
32656,CE-1-6
32658,CE-1-6
32659,CE-1-5
32661,CE-2-2
32664,CE-1-1
32669,CE-1-6
32670,CE-1-6
32672,CE-1-5
32673,CE-1-6
32674,CE-2-1
32675,CE-1-6
32678,CE-2-1
32679,CE-1-6
32682,CE-1-6
32685,CE-1-6
32686,CE-1-6
32687,CE-1-6
32690,CE-1-6
32693,CE-1-5
32694,CE-1-6
32695,CE-1-6
32696,CE-1-6
32700,CE-1-6
32701,CE-1-6
32705,CE-1-6
32707,CE-1-6
32709,CE-2-2
32711,CE-1-6
32712,CE-1-6
32714,CE-1-2
32715,CE-1-1
32716,CE-1-6
32719,CE-1-6
32720,CE-1-6
32721,CE-1-6
32725,CE-1-6
32726,CE-1-6
32728,CE-1-6
32729,CE-1-6
32730,CE-2-2
32731,CE-1-6
32736,CE-1-6
32738,CE-1-5
32740,CE-1-3
32745,CE-1-6
32747,CE-1-6
32749,CE-2-2
32751,CE-1-6
32752,CE-2-2
32754,CE-1-6
32756,CE-1-6
32757,CE-2-1
32758,CE-1-6
32759,CE-1-6
32760,CE-1-6
32762,CE-1-6
32763,CE-1-6
32765,CE-1-6
32767,CE-1-6
32768,CE-2-2
32770,CE-1-5
32771,CE-1-6
32772,CE-2-1
32774,CE-1-1
32775,CE-1-6
32777,CE-1-6
32778,CE-1-6
32779,CE-1-6
32782,CE-2-1
32783,CE-1-6
32785,CE-1-1
32788,CE-1-6
32790,CE-1-6
32792,CE-1-6
32793,CE-1-6
32794,CE-1-6
32797,CE-2-1
32800,CE-1-6
32802,CE-1-6
32803,CE-2-2
32805,CE-1-5
32806,CE-1-6
32816,CE-2-1
32817,CE-1-6
32818,CE-1-6
32819,CE-1-6
32820,CE-1-6
32822,CE-1-5
32824,CE-1-5
32825,CE-1-6
32826,CE-1-6
32827,CE-1-6
32828,CE-1-6
32830,CE-1-6
32832,CE-1-6
32836,CE-1-2
32837,CE-1-6
32838,CE-1-5
32841,CE-1-6
32842,CE-1-6
32844,CE-1-5
32846,CE-1-1
32847,CE-1-2
32848,CE-1-6
32849,CE-1-5
32850,CE-1-6
32851,CE-1-6
32852,CE-1-6
32854,CE-1-6
32855,CE-1-6
32857,CE-1-6
32859,CE-1-6
32860,CE-1-6
32862,CE-1-6
32863,CE-2-1
32868,CE-1-6
32869,CE-1-6
32872,CE-1-5
32874,CE-1-5
32875,CE-1-6
32876,CE-1-6
32877,CE-2-2
32880,CE-1-6
32881,CE-1-6
32882,CE-2-1
32885,CE-1-6
32886,CE-1-6
32890,CE-1-6
32893,CE-1-6
32894,CE-1-6
32895,CE-1-6
32900,CE-2-2
32904,CE-1-6
32905,CE-1-5
32907,CE-1-5
32908,CE-1-6
32909,CE-1-6
32910,CE-1-6
32914,CE-1-6
32917,CE-1-6
32919,CE-1-6
32920,CE-1-2
32921,CE-1-6
32924,CE-1-5
32925,CE-1-6
32926,CE-1-6
32927,CE-1-6
32928,CE-1-1
32929,CE-1-6
32931,CE-1-6
32933,CE-1-6
32935,CE-1-6
32938,CE-1-6
32939,CE-1-6
32940,CE-2-1
32942,CE-1-6
32945,CE-1-5
32946,CE-1-6
32947,CE-1-6
32949,CE-1-6
32951,CE-1-6
32956,CE-1-6
32958,CE-2-1
32960,CE-1-6
32965,CE-1-6
32966,CE-1-5
32970,CE-2-1
32972,CE-1-6
32973,CE-1-6
32979,CE-1-6
32981,CE-2-1
32983,CE-1-6
32989,CE-1-6
32990,CE-1-6
32993,CE-1-2
32996,CE-1-6
32997,CE-1-5
32998,CE-1-6
32999,CE-1-6
33000,CE-2-1
33001,CE-1-6
33004,CE-1-6
33006,CE-1-6
33008,CE-1-6
33009,CE-1-6
33010,CE-1-6
33011,CE-1-6
33012,CE-1-6
33013,CE-1-6
33016,CE-1-6
33018,CE-1-6
33019,CE-2-2
33020,CE-1-6
33021,CE-1-6
33022,CE-1-6
33027,CE-1-6
33028,CE-1-6
33029,CE-1-6
33033,CE-1-6
33034,CE-1-6
33035,CE-1-6
33037,CE-2-2
33039,CE-1-6
33040,CE-1-6
33041,CE-1-6
33042,CE-1-6
33047,CE-2-1
33048,CE-2-2
33050,CE-2-2
33052,CE-2-1
33053,CE-1-6
33056,CE-1-6
33057,CE-1-6
33058,CE-2-2
33059,CE-1-6
33060,CE-1-6
33063,CE-1-6
33064,CE-1-3
33066,CE-1-6
33067,CE-1-6
33069,CE-1-6
33071,CE-1-1
33072,CE-1-6
33073,CE-1-6
33075,CE-1-6
33077,CE-1-6
33078,CE-1-6
33083,CE-1-6
33085,CE-1-6
33086,CE-1-5
33088,CE-1-6
33090,CE-1-6
33094,CE-1-6
33098,CE-2-1
33101,CE-1-3
33102,CE-1-5
33103,CE-1-6
33104,CE-1-6
33105,CE-1-6
33106,CE-1-6
33107,CE-1-6
33108,CE-1-1
33109,CE-1-6
33110,CE-2-2
33112,CE-2-1
33113,CE-1-6
33114,CE-1-6
33115,CE-1-6
33116,CE-2-1
33118,CE-1-5
33120,CE-1-6
33121,CE-1-6
33122,CE-1-6
33123,CE-1-6
33124,CE-1-6
33125,CE-1-6
33126,CE-2-1
33127,CE-1-6
33128,CE-1-6
33129,CE-1-6
33130,CE-1-6
33133,CE-1-6
33136,CE-1-6
33137,CE-1-6
33138,CE-1-6
33140,CE-1-6
33143,CE-1-6
33144,CE-1-6
33151,CE-1-6
33152,CE-1-6
33153,CE-1-6
33157,CE-1-6
33158,CE-1-6
33162,CE-1-6
33163,CE-1-5
33164,CE-2-1
33165,CE-1-5
33171,CE-1-6
33173,CE-1-6
33175,CE-1-6
33176,CE-1-6
33177,CE-1-6
33178,CE-1-1
33179,CE-1-6
33180,CE-1-6
33182,CE-1-6
33184,CE-1-6
33185,CE-1-6
33187,CE-1-6
33189,CE-1-6
33190,CE-2-1
33192,CE-1-6
33193,CE-1-6
33195,CE-2-2
33197,CE-1-6
33199,CE-1-5
33200,CE-2-1
33201,CE-1-6
33202,CE-2-1
33203,CE-1-6
33204,CE-1-6
33206,CE-1-5
33208,CE-1-6
33212,CE-1-6
33213,CE-1-6
33214,CE-1-6
33215,CE-1-5
33217,CE-1-6
33218,CE-1-6
33219,CE-1-6
33221,CE-1-6
33227,CE-1-6
33228,CE-1-6
33229,CE-2-1
33231,CE-2-1
33232,CE-1-6
33235,CE-2-2
33237,CE-1-6
33238,CE-1-6
33240,CE-2-1
33242,CE-1-6
33244,CE-1-6
33247,CE-1-6
33249,CE-1-6
33250,CE-1-6
33251,CE-1-6
33252,CE-1-3
33253,CE-1-6
33256,CE-1-6
33257,CE-1-6
33258,CE-1-6
33262,CE-1-6
33263,CE-1-6
33268,CE-1-6
33271,CE-1-6
33273,CE-1-6
33274,CE-1-6
33277,CE-1-6
33280,CE-1-6
33283,CE-1-6
33286,CE-1-6
33289,CE-1-6
33291,CE-1-6
33292,CE-1-6
33293,CE-1-6
33295,CE-1-6
33298,CE-1-6
33301,CE-1-6
33302,CE-1-5
33304,CE-1-5
33305,CE-1-6
33307,CE-1-5
33309,CE-1-2
33312,CE-1-6
33313,CE-1-6
33314,CE-1-6
33315,CE-1-6
33316,CE-2-1
33317,CE-1-6
33318,CE-1-6
33319,CE-1-6
33321,CE-1-5
33323,CE-1-6
33329,CE-1-6
33331,CE-1-5
33332,CE-1-6
33335,CE-1-6
33338,CE-1-1
33339,CE-1-6
33340,CE-1-6
33342,CE-1-6
33347,CE-1-6
33350,CE-1-3
33354,CE-1-6
33357,CE-1-6
33358,CE-1-6
33359,CE-2-1
33360,CE-1-1
33361,CE-1-6
33365,CE-1-6
33371,CE-1-6
33372,CE-1-6
33373,CE-1-6
33376,CE-1-6
33378,CE-1-6
33380,CE-1-6
33382,CE-1-6
33385,CE-1-6
33386,CE-1-6
33387,CE-1-6
33389,CE-2-1
33390,CE-1-6
33393,CE-1-6
33394,CE-1-5
33395,CE-1-6
33396,CE-1-5
33401,CE-1-5
33402,CE-2-1
33403,CE-1-6
33404,CE-2-1
33408,CE-1-6
33414,CE-1-6
33417,CE-2-1
33420,CE-1-6
33422,CE-1-6
33424,CE-1-2
33426,CE-1-6
33430,CE-1-6
33431,CE-1-6
33433,CE-1-6
33434,CE-1-6
33435,CE-2-1
33436,CE-2-2
33437,CE-1-6
33438,CE-1-6
33439,CE-1-6
33440,CE-1-6
33441,CE-2-1
33444,CE-1-1
33445,CE-1-6
33449,CE-1-6
33455,CE-1-6
33456,CE-1-6
33459,CE-1-5
33462,CE-2-1
33464,CE-1-6
33466,CE-2-2
33467,CE-1-6
33468,CE-1-6
33469,CE-1-6
33471,CE-1-5
33472,CE-1-6
33473,CE-1-6
33474,CE-1-6
33476,CE-1-6
33477,CE-1-5
33480,CE-1-6
33482,CE-1-6
33487,CE-1-1
33488,CE-1-6
33491,CE-1-5
33492,CE-1-6
33498,CE-1-6
33499,CE-1-6
33500,CE-1-6
33503,CE-1-6
33504,CE-1-6
33506,CE-1-6
33509,CE-1-6
33510,CE-1-6
33511,CE-1-6
33513,CE-1-6
33514,CE-1-2
33518,CE-1-6
33523,CE-1-6
33524,CE-1-6
33529,CE-1-5
33530,CE-1-6
33531,CE-1-6
33532,CE-1-6
33535,CE-1-6
33536,CE-1-5
33538,CE-1-6
33540,CE-2-2
33543,CE-1-6
33544,CE-1-1
33545,CE-1-6
33549,CE-1-5
33552,CE-1-5
33555,CE-1-6
33558,CE-1-6
33559,CE-1-6
33561,CE-1-6
33563,CE-1-6
33564,CE-1-6
33566,CE-1-6
33567,CE-1-6
33568,CE-1-6
33569,CE-1-6
33570,CE-1-6
33573,CE-1-6
33574,CE-1-6
33575,CE-1-6
33577,CE-1-6
33578,CE-1-6
33583,CE-1-6
33585,CE-1-6
33586,CE-2-2
33590,CE-2-1
33592,CE-1-6
33595,CE-2-1
33596,CE-2-2
33598,CE-1-5
33601,CE-1-6
33603,CE-1-6
33606,CE-1-6
33607,CE-1-5
33608,CE-1-6
33610,CE-1-6
33613,CE-1-6
33614,CE-1-6
33615,CE-1-5
33616,CE-1-6
33617,CE-1-5
33621,CE-2-1
33622,CE-1-6
33625,CE-1-6
33626,CE-1-6
33628,CE-1-6
33632,CE-1-6
33633,CE-1-6
33634,CE-1-6
33635,CE-1-6
33636,CE-1-6
33639,CE-1-6
33640,CE-1-2
33642,CE-1-6
33643,CE-1-5
33644,CE-2-2
33645,CE-1-6
33646,CE-1-3
33651,CE-1-6
33652,CE-1-6
33653,CE-1-6
33654,CE-1-6
33656,CE-1-6
33657,CE-1-6
33659,CE-1-6
33661,CE-1-6
33663,CE-1-6
33664,CE-1-6
33671,CE-1-6
33672,CE-1-6
33673,CE-1-6
33674,CE-1-6
33675,CE-1-5
33676,CE-2-1
33677,CE-1-6
33678,CE-1-6
33679,CE-1-5
33682,CE-1-6
33684,CE-1-6
33686,CE-2-1
33687,CE-1-6
33688,CE-2-2
33690,CE-1-6
33691,CE-1-6
33693,CE-2-1
33695,CE-1-6
33696,CE-1-6
33701,CE-1-6
33702,CE-1-6
33704,CE-1-6
33707,CE-1-6
33708,CE-1-6
33710,CE-1-6
33711,CE-1-6
33712,CE-1-6
33713,CE-1-6
33715,CE-1-6
33717,CE-1-6
33718,CE-1-6
33719,CE-1-6
33720,CE-1-6
33723,CE-1-6
33725,CE-1-6
33726,CE-1-6
33727,CE-1-6
33729,CE-1-6
33731,CE-1-6
33732,CE-1-6
33733,CE-1-6
33735,CE-1-6
33737,CE-1-6
33738,CE-1-6
33739,CE-1-6
33740,CE-1-5
33741,CE-1-6
33742,CE-1-6
33743,CE-1-6
33744,CE-1-6
33745,CE-1-6
33746,CE-1-6
33747,CE-2-1
33748,CE-1-6
33749,CE-1-6
33750,CE-1-6
33753,CE-1-6
33756,CE-1-5
33758,CE-1-6
33759,CE-1-1
33763,CE-1-6
33764,CE-2-1
33765,CE-1-6
33766,CE-1-6
33770,CE-1-5
33772,CE-1-6
33773,CE-2-1
33776,CE-1-5
33779,CE-1-6
33780,CE-1-6
33781,CE-2-1
33782,CE-1-6
33783,CE-2-1
33784,CE-1-6
33788,CE-1-6
33790,CE-1-6
33791,CE-1-6
33792,CE-1-6
33797,CE-1-6
33801,CE-1-6
33802,CE-1-5
33804,CE-1-6
33806,CE-1-6
33807,CE-2-2
33808,CE-2-1
33809,CE-1-6
33810,CE-1-6
33811,CE-1-6
33812,CE-1-2
33815,CE-1-6
33817,CE-1-6
33818,CE-1-6
33819,CE-1-6
33820,CE-1-1
33826,CE-1-5
33832,CE-1-6
33835,CE-1-6
33838,CE-1-6
33840,CE-1-6
33841,CE-2-2
33842,CE-1-5
33843,CE-1-6
33846,CE-1-6
33848,CE-1-6
33850,CE-1-6
33851,CE-1-6
33856,CE-1-6
33859,CE-1-6
33862,CE-1-6
33863,CE-1-6
33864,CE-1-6
33865,CE-1-6
33868,CE-1-6
33872,CE-1-6
33874,CE-1-5
33875,CE-1-6
33877,CE-1-6
33879,CE-1-4
33881,CE-1-5
33883,CE-1-6
33885,CE-1-6
33887,CE-1-6
33888,CE-1-6
33889,CE-1-6
33890,CE-1-6
33896,CE-1-6
33897,CE-1-5
33898,CE-1-6
33899,CE-1-6
33901,CE-1-3
33902,CE-1-6
33905,CE-1-5
33908,CE-1-6
33909,CE-1-6
33918,CE-1-6
33919,CE-1-6
33923,CE-1-6
33927,CE-1-6
33928,CE-1-5
33929,CE-2-1
33930,CE-1-6
33931,CE-1-6
33932,CE-1-6
33933,CE-1-1
33936,CE-1-6
33937,CE-1-6
33938,CE-1-6
33939,CE-1-6
33941,CE-1-6
33942,CE-2-1
33945,CE-1-6
33947,CE-1-6
33948,CE-2-2
33949,CE-1-6
33951,CE-2-1
33952,CE-1-5
33955,CE-1-6
33959,CE-1-1
33960,CE-1-1
33964,CE-1-6
33967,CE-1-6
33968,CE-1-5
33970,CE-1-6
33971,CE-1-6
33972,CE-1-6
33977,CE-1-6
33978,CE-1-6
33979,CE-1-2
33981,CE-1-6
33984,CE-2-1
33986,CE-1-6
33987,CE-1-6
33989,CE-1-6
33990,CE-1-6
33991,CE-1-6
33993,CE-1-6
33994,CE-1-6
33995,CE-1-6
33999,CE-1-6
34005,CE-1-6
34007,CE-1-6
34010,CE-2-2
34012,CE-1-6
34016,CE-1-6
34017,CE-1-6
34020,CE-1-6
34021,CE-1-6
34027,CE-1-2
34028,CE-1-5
34029,CE-1-6
34030,CE-1-6
34033,CE-1-1
34034,CE-1-6
34036,CE-1-6
34037,CE-1-6
34038,CE-2-1
34041,CE-1-6
34043,CE-1-6
34044,CE-1-5
34045,CE-1-6
34050,CE-1-6
34052,CE-1-6
34053,CE-1-6
34054,CE-1-5
34055,CE-1-6
34060,CE-1-6
34061,CE-1-6
34062,CE-1-6
34063,CE-1-6
34067,CE-1-6
34068,CE-1-6
34069,CE-1-5
34071,CE-2-1
34074,CE-2-1
34076,CE-1-6
34078,CE-1-1
34079,CE-1-2
34081,CE-1-1
34085,CE-2-1
34087,CE-1-3
34088,CE-1-6
34089,CE-1-6
34091,CE-1-6
34093,CE-1-6
34095,CE-1-6
34096,CE-2-1
34097,CE-1-1
34098,CE-1-6
34103,CE-1-6
34104,CE-1-6
34106,CE-1-6
34108,CE-1-6
34111,CE-1-6
34113,CE-2-2
34114,CE-1-6
34115,CE-1-6
34117,CE-1-6
34118,CE-1-5
34121,CE-1-6
34123,CE-1-6
34125,CE-2-1
34126,CE-1-2
34128,CE-1-6
34129,CE-2-2
34130,CE-1-6
34132,CE-1-3
34133,CE-1-6
34134,CE-1-6
34136,CE-1-6
34137,CE-1-6
34139,CE-2-1
34140,CE-1-6
34147,CE-1-6
34148,CE-1-2
34149,CE-1-2
34152,CE-1-6
34155,CE-2-2
34156,CE-1-6
34160,CE-1-3
34162,CE-1-6
34168,CE-1-6
34170,CE-1-6
34171,CE-1-6
34173,CE-1-6
34177,CE-1-5
34178,CE-1-5
34181,CE-1-6
34183,CE-1-6
34184,CE-1-6
34186,CE-1-6
34188,CE-1-6
34192,CE-1-6
34197,CE-1-5
34198,CE-1-5
34201,CE-1-6
34203,CE-1-6
34204,CE-1-6
34205,CE-1-6
34208,CE-1-5
34209,CE-1-6
34211,CE-1-6
34213,CE-1-6
34214,CE-1-6
34216,CE-1-6
34220,CE-1-6
34223,CE-1-6
34227,CE-1-6
34229,CE-1-6
34231,CE-1-6
34232,CE-2-1
34237,CE-1-6
34240,CE-2-2
34243,CE-1-6
34245,CE-1-6
34246,CE-1-6
34250,CE-1-6
34254,CE-1-6
34261,CE-1-6
34262,CE-1-6
34263,CE-1-6
34266,CE-1-6
34267,CE-1-6
34268,CE-1-6
34269,CE-1-6
34273,CE-1-1
34275,CE-2-1
34276,CE-1-6
34278,CE-1-5
34280,CE-1-6
34281,CE-1-6
34282,CE-1-6
34287,CE-1-6
34290,CE-1-6
34291,CE-1-6
34292,CE-2-2
34293,CE-1-6
34295,CE-1-5
34297,CE-1-6
34298,CE-1-5
34299,CE-1-6
34301,CE-1-6
34304,CE-1-6
34305,CE-1-6
34307,CE-1-6
34308,CE-1-6
34315,CE-1-5
34317,CE-1-6
34318,CE-1-6
34319,CE-1-6
34321,CE-2-1
34323,CE-1-6
34324,CE-1-5
34328,CE-1-6
34329,CE-1-6
34330,CE-1-6
34331,CE-1-6
34334,CE-1-6
34336,CE-1-6
34338,CE-1-6
34339,CE-2-2
34342,CE-1-6
34343,CE-2-1
34345,CE-2-2
34347,CE-1-6
34349,CE-1-6
34352,CE-1-6
34353,CE-1-6
34354,CE-1-6
34356,CE-1-6
34362,CE-1-6
34364,CE-1-5
34366,CE-1-6
34367,CE-2-1
34369,CE-1-6
34370,CE-2-1
34371,CE-1-6
34372,CE-1-6
34373,CE-2-1
34374,CE-2-2
34375,CE-1-6
34377,CE-1-6
34379,CE-1-6
34380,CE-1-6
34382,CE-1-6
34385,CE-1-6
34387,CE-1-6
34388,CE-1-6
34391,CE-2-1
34392,CE-1-6
34393,CE-1-6
34394,CE-2-2
34396,CE-1-3
34397,CE-1-6
34399,CE-1-6
34401,CE-1-6
34406,CE-1-6
34407,CE-1-6
34408,CE-1-6
34410,CE-1-6
34411,CE-1-5
34412,CE-1-6
34413,CE-2-2
34415,CE-2-1
34420,CE-1-5
34423,CE-1-6
34424,CE-1-6
34425,CE-1-6
34428,CE-1-5
34431,CE-1-6
34432,CE-1-6
34433,CE-2-1
34437,CE-1-6
34438,CE-1-6
34439,CE-1-6
34440,CE-1-6
34441,CE-1-5
34447,CE-1-6
34450,CE-1-6
34451,CE-1-6
34453,CE-1-6
34456,CE-1-6
34457,CE-1-5
34458,CE-1-6
34464,CE-1-6
34465,CE-1-6
34466,CE-1-6
34467,CE-1-5
34469,CE-2-2
34470,CE-1-6
34473,CE-1-6
34475,CE-1-6
34491,CE-1-6
34493,CE-1-5
34494,CE-1-6
34497,CE-1-6
34499,CE-1-6
34501,CE-1-6
34502,CE-1-6
34503,CE-1-6
34506,CE-1-6
34507,CE-1-6
34515,CE-1-6
34516,CE-1-6
34520,CE-1-6
34521,CE-1-5
34522,CE-1-6
34523,CE-1-6
34525,CE-1-6
34529,CE-2-2
34531,CE-1-6
34533,CE-2-1
34534,CE-1-5
34540,CE-1-6
34544,CE-1-6
34545,CE-1-6
34546,CE-1-6
34547,CE-1-6
34548,CE-1-6
34549,CE-2-2
34553,CE-1-6
34554,CE-1-6
34556,CE-1-6
34557,CE-1-6
34558,CE-1-6
34559,CE-1-6
34560,CE-1-6
34562,CE-1-6
34564,CE-2-1
34567,CE-1-6
34568,CE-1-6
34571,CE-1-6
34572,CE-1-6
34573,CE-1-6
34574,CE-1-6
34575,CE-1-6
34576,CE-1-6
34583,CE-1-6
34584,CE-1-6
34587,CE-1-6
34590,CE-1-6
34591,CE-1-6
34592,CE-1-6
34596,CE-2-1
34598,CE-1-6
34599,CE-2-1
34600,CE-1-6
34601,CE-1-6
34603,CE-2-1
34605,CE-2-1
34607,CE-1-6
34610,CE-1-6
34611,CE-1-6
34614,CE-1-6
34621,CE-1-6
34623,CE-1-6
34624,CE-1-6
34625,CE-1-6
34626,CE-1-6
34631,CE-1-6
34632,CE-1-6
34635,CE-1-6
34637,CE-1-6
34641,CE-1-6
34643,CE-1-6
34650,CE-1-6
34651,CE-1-6
34654,CE-1-6
34655,CE-2-1
34660,CE-1-6
34662,CE-1-6
34663,CE-1-6
34664,CE-1-6
34665,CE-1-6
34666,CE-2-2
34667,CE-1-6
34669,CE-2-1
34676,CE-1-1
34677,CE-1-6
34678,CE-1-6
34679,CE-1-6
34680,CE-1-5
34681,CE-2-2
34682,CE-1-6
34683,CE-1-6
34684,CE-1-6
34686,CE-1-6
34689,CE-1-6
34692,CE-2-3
34697,CE-1-6
34700,CE-1-6
34701,CE-2-1
34702,CE-1-6
34706,CE-1-6
34707,CE-1-6
34708,CE-2-1
34712,CE-1-6
34717,CE-1-5
34719,CE-1-6
34720,CE-1-5
34722,CE-1-6
34724,CE-1-6
34725,CE-1-6
34734,CE-1-6
34735,CE-1-6
34736,CE-1-6
34737,CE-1-6
34741,CE-1-6
34742,CE-2-2
34745,CE-1-6
34747,CE-1-6
34748,CE-2-1
34750,CE-1-5
34753,CE-1-6
34754,CE-1-6
34755,CE-1-6
34758,CE-1-6
34759,CE-1-6
34762,CE-1-6
34763,CE-1-6
34765,CE-2-1
34770,CE-2-1
34778,CE-1-1
34779,CE-1-5
34780,CE-1-6
34781,CE-2-1
34782,CE-1-6
34783,CE-1-1
34786,CE-1-6
34789,CE-1-5
34790,CE-1-6
34791,CE-1-6
34792,CE-1-5
34793,CE-1-6
34799,CE-1-6
34801,CE-2-2
34808,CE-1-6
34814,CE-1-6
34816,CE-1-6
34819,CE-1-6
34820,CE-1-6
34821,CE-1-6
34823,CE-2-2
34825,CE-1-2
34827,CE-1-6
34828,CE-1-2
34829,CE-1-6
34830,CE-1-6
34832,CE-1-6
34837,CE-1-1
34842,CE-1-1
34843,CE-1-6
34844,CE-1-5
34845,CE-1-6
34850,CE-2-1
34854,CE-1-6
34857,CE-1-5
34858,CE-1-6
34860,CE-1-6
34863,CE-1-5
34866,CE-1-3
34868,CE-1-6
34870,CE-1-6
34872,CE-1-6
34873,CE-1-6
34876,CE-2-2
34878,CE-1-1
34880,CE-1-6
34881,CE-1-2
34883,CE-1-6
34884,CE-2-1
34887,CE-1-6
34888,CE-1-6
34889,CE-1-6
34894,CE-1-6
34895,CE-2-1
34896,CE-1-6
34897,CE-1-6
34899,CE-1-6
34902,CE-1-6
34905,CE-1-6
34906,CE-1-6
34908,CE-2-2
34910,CE-1-6
34913,CE-1-1
34916,CE-1-6
34917,CE-1-6
34918,CE-2-2
34921,CE-1-6
34923,CE-1-6
34926,CE-1-6
34928,CE-1-6
34931,CE-1-6
34932,CE-1-6
34934,CE-1-6
34938,CE-1-5
34939,CE-2-1
34940,CE-1-5
34942,CE-1-6
34945,CE-1-6
34948,CE-1-6
34949,CE-1-6
34950,CE-1-5
34954,CE-1-6
34955,CE-1-6
34957,CE-1-6
34963,CE-1-5
34964,CE-2-1
34965,CE-1-6
34966,CE-2-2
34967,CE-1-6
34972,CE-1-6
34973,CE-1-6
34974,CE-1-6
34980,CE-1-6
34985,CE-1-6
34987,CE-1-6
34990,CE-1-6
34991,CE-1-6
34993,CE-1-6
34995,CE-1-5
34997,CE-1-6
34999,CE-1-6
35001,CE-1-6
35006,CE-1-6
35007,CE-1-6
35008,CE-1-6
35009,CE-1-6
35012,CE-1-6
35013,CE-1-6
35014,CE-1-6
35015,CE-1-6
35016,CE-1-6
35021,CE-1-1
35022,CE-1-6
35024,CE-1-6
35025,CE-1-6
35026,CE-1-6
35027,CE-1-6
35030,CE-1-6
35033,CE-2-1
35034,CE-1-6
35036,CE-2-2
35038,CE-2-1
35041,CE-1-6
35044,CE-1-6
35045,CE-1-5
35047,CE-1-6
35054,CE-1-6
35056,CE-1-6
35058,CE-1-6
35059,CE-1-5
35061,CE-1-6
35064,CE-1-6
35065,CE-1-6
35066,CE-1-6
35067,CE-1-6
35068,CE-1-6
35071,CE-1-6
35075,CE-2-2
35080,CE-1-6
35084,CE-1-6
35085,CE-1-6
35086,CE-1-6
35088,CE-1-6
35089,CE-1-5
35095,CE-1-6
35096,CE-1-5
35099,CE-1-1
35100,CE-2-2
35101,CE-1-6
35102,CE-1-6
35103,CE-1-6
35108,CE-1-6
35109,CE-1-6
35113,CE-1-6
35114,CE-1-6
35115,CE-1-6
35117,CE-1-6
35118,CE-1-6
35121,CE-1-6
35123,CE-1-6
35125,CE-1-5
35126,CE-1-6
35127,CE-1-6
35128,CE-1-6
35129,CE-1-6
35130,CE-1-6
35131,CE-2-2
35134,CE-1-6
35135,CE-1-6
35136,CE-1-6
35145,CE-1-6
35146,CE-1-6
35147,CE-1-6
35148,CE-2-1
35149,CE-1-6
35150,CE-1-6
35153,CE-1-6
35156,CE-1-1
35157,CE-1-6
35158,CE-1-6
35159,CE-2-1
35160,CE-1-6
35162,CE-1-6
35163,CE-1-6
35164,CE-1-6
35168,CE-1-5
35171,CE-2-2
35175,CE-1-6
35176,CE-1-6
35177,CE-1-6
35178,CE-1-6
35179,CE-1-6
35180,CE-1-6
35182,CE-1-6
35183,CE-1-6
35185,CE-1-5
35187,CE-1-6
35188,CE-1-6
35189,CE-1-6
35190,CE-1-6
35191,CE-1-6
35193,CE-1-6
35197,CE-1-6
35200,CE-1-1
35204,CE-1-6
35205,CE-2-1
35206,CE-1-6
35207,CE-1-6
35211,CE-2-2
35216,CE-1-6
35217,CE-1-6
35218,CE-1-6
35219,CE-1-6
35220,CE-1-1
35221,CE-1-5
35222,CE-1-6
35224,CE-2-1
35225,CE-1-2
35226,CE-1-6
35228,CE-1-1
35231,CE-1-6
35234,CE-1-6
35236,CE-1-6
35237,CE-1-6
35240,CE-1-6
35243,CE-1-6
35248,CE-1-6
35249,CE-1-6
35252,CE-1-6
35254,CE-1-2
35256,CE-1-6
35257,CE-1-5
35262,CE-1-5
35263,CE-1-6
35264,CE-2-1
35266,CE-2-1
35268,CE-1-6
35269,CE-1-6
35271,CE-1-6
35272,CE-1-1
35274,CE-1-6
35276,CE-2-2
35279,CE-1-6
35281,CE-1-6
35282,CE-1-5
35285,CE-1-5
35286,CE-1-6
35289,CE-1-5
35290,CE-1-6
35294,CE-1-6
35296,CE-1-6
35300,CE-1-5
35302,CE-1-6
35303,CE-1-6
35304,CE-1-6
35307,CE-1-6
35308,CE-1-6
35310,CE-1-6
35312,CE-1-6
35313,CE-1-6
35314,CE-1-6
35316,CE-1-5
35320,CE-1-6
35322,CE-1-6
35325,CE-1-6
35326,CE-1-6
